name,company_number,address_line1,locality,postcode,sic_codes,search_city,search_sic,latitude,longitude
NORTH HILL FINANCE LTD,12051465,71-75 Shelton Street,London,WC2H 9JQ,"69201, 69202, 70221, 70229",London,69201,51.514897,-0.123615
CTAX LIMITED,11407226,85 Bexley High Street,Bexley,DA5 1JX,"69201, 69202, 69203, 82990",London,69201,51.441001,0.151807
CHOWDHURY ASSOCIATES LTD,15501867,221 Whitechapel Road,London,E1 1DE,"62090, 69201, 70210, 85600",London,69201,51.518863,-0.062264
ZAMURRAD ACCOUNTANTS LIMITED,06814292,3 Colebrooke Drive,Wanstead,E11 2LY,"69201, 69202, 69203",London,69201,51.572633,0.034256
TAX PATH  UK LIMITED,12965849,"45 4th Floor, Silverstream House,",Fitzrovia,W1T 6EB,"69201, 69202, 69203",London,69201,51.523817,-0.140519
D.A.G FINANCIAL SERVICES LTD,16324200,71-75 Shelton Street,London,WC2H 9JQ,"69201, 69202, 69203, 70221",London,69201,51.514897,-0.123615
GSB WEALTH LTD,16324998,128 City Road,London,EC1V 2NX,"69201, 70221, 70229",London,69201,51.527304,-0.088894
WOODMANSTON LTD,14564504,124 City Road,London,EC1V 2NX,"62020, 69201, 82110",London,69201,51.527304,-0.088894
YEW TREE PLAINS SERVICES LIMITED,16332364,27 Old Gloucester Street,London,WC1N 3AX,"69201, 74902",London,69201,51.520593,-0.122185
WIDER TAXNET CIC,16332808,727 High Road Leytonstone,London,E11 4RD,"69201, 69203",London,69201,51.563894,0.009642
TAXACCT CONSULTANTS LTD,15554412,71-75 Shelton Street,London,WC2H 9JQ,"47910, 69201, 69202, 69203",London,69201,51.514897,-0.123615
SHAWN & ASSOCIATES LIMITED,04748753,71-75 Shelton Street,Covent Garden,WC2H 9JQ,69201,London,69201,51.514897,-0.123615
SUBTLE ACCOUNTANCY SERVICES LIMITED,10007301,20 Wenlock Road,London,N1 7GU,69201,London,69201,51.530737,-0.09371
B.E.E & CO ACCOUNTANCY LTD,07713163,305 Hertford Road,London,N9 7ET,69201,London,69201,51.634449,-0.053268
CATON FRY & PARTNERS LIMITED,08124727,Essex House,London,E18 1BD,"64999, 69201",London,69201,51.594432,0.02482
ROGER STONIER LIMITED,05409011,"Somerset Villa, 106 London Road",Staffordshire,ST5 1LZ,"69201, 69202",London,69201,53.005815,-2.221334
GBS PEAK SOLUTIONS LTD,15074567,71-75 Shelton Street,Covent Garden,WC2H 9JQ,"69201, 70221, 70229",London,69201,51.514897,-0.123615
MCKAY BUSINESS SOLUTIONS LIMITED,12346343,110 Cannon Street,London,EC4N 6EU,69201,London,69201,51.511087,-0.088175
LANOP LIMITED,07046640,389 Upper Richmond Road,London,SW15 5QL,69201,London,69201,51.464536,-0.23887
RELAX WITH TAX LTD,15589809,Hurlingham Studios,London,SW6 3PA,69201,London,69201,51.467943,-0.208532
AHN ACCOUNTANTS LTD,15613466,111 Hanbury Street,London,E1 5JQ,"69201, 69202",London,69201,51.519889,-0.068304
J.R. ACCOUNTS LTD,03548223,34-37 Liverpool Street,London,EC2M 7PP,69201,London,69201,51.517032,-0.081613
AA ACCOUNTANCY SERVICES (UK) LIMITED,05842589,"North London Business Park Building 3, Office No:223",London,N11 1GN,69201,London,69201,51.625916,-0.152355
BRYTANIA LTD,05400215,220c Blythe Road,London,W14 0HH,"69201, 69202, 69203",London,69201,51.49951,-0.220521
ARUN ACCOUNTANCY SERVICES  LIMITED,05414784,21 The Ridgeway,London,NW9 0UB,69201,London,69201,51.58848,-0.254506
GOLD RIVER CONSULTANCY LTD,16367418,Flat 3 Old Court 19c Montpelier Road,London,W5 2QT,"69201, 70229",London,69201,51.523337,-0.300966
ACCOUNTING IN COLOUR LIMITED,14166449,Capital Office Ltd,London,EC1V 2NX,"69201, 69202, 69203, 85590",London,69201,51.527304,-0.088894
SIMPARTNERS LTD,07986221,Ludgate House,London,EC4A 2AB,"69201, 69202, 69203, 78300",London,69201,51.514318,-0.104932
MAGNANIMITY ACCOUNTING LTD,16369908,"3rd Floor, 86-90 Paul Street",London,EC2A 4NE,69201,London,69201,51.525617,-0.083602
WARTHOG FINANCE LTD,13180926,Flat 16 Flat 16 Cascades Court,London,SW19 3RL,69201,London,69201,51.419689,-0.207399
ADROIT AUDITING LIMITED,16541822,Unit 8 Surrey Quays Road,London,SE16 2XU,69201,London,69201,51.496771,-0.051028
ACCTIVO LIMITED,15974082,27 Old Gloucester Street,London,WC1N 3AX,"62020, 69201, 69202, 70229",London,69201,51.520593,-0.122185
JOHN LENNARDS ACCOUNTANTS LIMITED,10626685,1364a London Road,Norbury,SW16 4DE,"69201, 69202, 69203",London,69201,51.409042,-0.12184
VALYOU CONSULTANTS LTD,15906866,19 Matcham House 21 Glenthorne Road,London,W6 0DQ,"69201, 69202, 70229",London,69201,51.494267,-0.228793
ACCOUNTAX AUDITING LTD,10474185,"Unit 8, Dock Offices",London,SE16 2XU,69201,London,69201,51.496771,-0.051028
IN EXTENSO LTD,16541121,71-75 Shelton Street,London,WC2H 9JQ,"64192, 69201, 69203, 70221",London,69201,51.514897,-0.123615
SANGHA LONDON FINANCIAL ADVISORY LTD,16542872,182-184 High Street North,London,E6 2JA,"69201, 70221",London,69201,51.538987,0.051517
TOWPATH ACCOUNTING SOLUTIONS LTD,12842293,2nd Floor College House,Ruislip,HA4 7AE,"69201, 69202, 69203, 85600",London,69201,51.574559,-0.428217
TORTIRAMA NORDIC LTD,16514008,71-75 Shelton Street,London,WC2H 9JQ,"69201, 69203, 70229",London,69201,51.514897,-0.123615
OAKLYN VENTURES LIMITED,16527838,Flat 7 Coopers Lodge,London,SE1 2NZ,"47910, 69201, 70229, 82990",London,69201,51.50169,-0.075572
PBAS SOLUTIONS LTD,07994811,"Flat 4, 2 Dagnall Park",London,SE25 5PL,"69201, 69202",London,69201,51.390293,-0.089593
ALEXANDER-PASSE LIMITED,04726233,16 Tillingbourne Gardens,London,N3 3JL,"69201, 69203",London,69201,51.590499,-0.198286
ROYSTON FRY LIMITED,16265258,19 Leyden Street,London,E1 7LE,69201,London,69201,51.516899,-0.076228
MIST ACCOUNTING LIMITED,16517899,71-75 Shelton Street,London,WC2H 9JQ,"69201, 69202, 69203",London,69201,51.514897,-0.123615
JVF MOISE LTD,16501098,128 City Road,London,EC1V 2NX,"64999, 69201",London,69201,51.527304,-0.088894
K.N.A.T PRODUCTIONS LTD,08917412,Office 7 35-37 Ludgate Hill,London,EC4M 7JN,"64999, 69201, 70229",London,69201,51.513832,-0.102113
CENTRAL LONDON ACCOUNTANTS LTD,16523163,32-33 Upper Street,London,N1 0PN,"69201, 69203",London,69201,51.535037,-0.10495
EXCEL ADVISORY SERVICES LIMITED,12795631,1a Delahay House,London,SW3 4LA,"69201, 69203",London,69201,51.484095,-0.163236
IRAMP CONSULTING LTD,14931842,Flat 804 Birch House 1 Pegler Square,London,SE3 9GL,"69201, 70221, 70229",London,69201,51.461438,0.026932
ACCOUNTANCY SEEKERS LIMITED,08553489,131 Upper Richmond Road,London,SW15 2TL,"69201, 69202",London,69201,51.460102,-0.215073
GLOBAL ACCOUNTANCY SERVICES (UK) LTD,05457326,C/O Tax Partners,London,WC1X 8LU,69201,London,69201,51.520152,-0.11207
ZENIX ACCOUNTING LTD,16548189,63 Barnfield Place,London,E14 9YB,"69201, 69202",London,69201,51.490135,-0.021579
DEFRIES WEISS (ACCOUNTANTS) LIMITED,07230994,C/O Simmons Gainsford 14th Floor,London,W1G 0PW,69201,London,69201,51.515995,-0.144051
ORB1TPAY LIMITED,16543443,27 Old Gloucester Street,London,WC1N 3AX,69201,London,69201,51.520593,-0.122185
CP HUNTER AND CO LTD,16554351,9 Garnham Street,London,N16 7JA,69201,London,69201,51.562598,-0.072324
CARTER BOOKKEEPING SERVICES LIMITED,16310926,85 Great Portland Street,London,W1W 7LT,"69201, 69202",London,69201,51.518469,-0.14238
EASY ACCOUNTING AND TAX SERVICES LIMITED,16554243,6 Greatorex Street,London,E1 5NF,"69201, 69202, 69203, 70229",London,69201,51.517871,-0.06702
ARGYLE SOLUTIONS LIMITED,06808360,7 Knightsbridge House,London,W4 5DD,"69201, 82110",London,69201,51.500906,-0.265132
HTH ACCOUNTANTS LTD,16567940,71-75 Shelton Street,London,WC2H 9JQ,69201,London,69201,51.514897,-0.123615
BENELUXIUS HOLDING LTD,16568684,71-75 Shelton Street,London,WC2H 9JQ,"69201, 69202, 69203, 70221",London,69201,51.514897,-0.123615
ABIEL & CO LTD,16558904,71-75 Shelton Street,London,WC2H 9JQ,"69201, 69202, 69203, 70229",London,69201,51.514897,-0.123615
INTERNATIONAL PROCESSING CENTER LTD,16256174,Dukes Place,London,EC3A 7LP,"69201, 69202, 70221, 82110",London,69201,51.51436,-0.077704
S&R ACCOUNTANTS LTD,13113625,83 83 Victoria Street,London,SW1H 0HW,"69201, 69202, 69203, 96090",London,69201,51.49745,-0.134807
MDO ADVISORY LIMITED,14219674,167-169 Great Portland Street,London,W1W 5PF,"69201, 69202, 70221, 70229",London,69201,51.521673,-0.143705
GETRAISE LTD,16563677,128 City Road,London,EC1V 2NX,"58290, 62020, 69201, 70221",London,69201,51.527304,-0.088894
VIRTUAL FOCUS ACCOUNTANTS LTD,12251211,20 Wenlock Road,London,N1 7GU,"69201, 69202, 69203, 70221",London,69201,51.530737,-0.09371
DIRENCH ACCOUNTS LTD,06697658,"Office 403, Screenworks 22 Highbury Grove",London,N5 2ER,69201,London,69201,51.550533,-0.097282
HOLDCO 24 LTD,16145647,"Office 403, Screenworks 22 Highbury Grove",London,N5 2ER,69201,London,69201,51.550533,-0.097282
C H FINANCIAL SERVICES LIMITED,09528966,Unit 3.15 Chester House 1-3 Brixton Road,London,SW9 6DE,"69201, 69202",London,69201,51.480402,-0.110227
HENETON LTD,16562473,Office 201 Blackbrook Hall London Road,Lichfield,WS14 0PS,69201,London,69201,52.629809,-1.801693
HGA CITRUS LIMITED,16570375,"Suite 2a, 7th Floor City Reach",London,E14 9NN,69201,London,69201,51.494694,-0.018342
MERIT ACCOUNTANTS AND TAX ADVISORS LTD,14194854,16 Upper Woburn Place,London,WC1H 0AF,"69201, 69202, 69203",London,69201,51.52689,-0.130763
ETHIQA ACCOUNTING LIMITED,16574113,59 Holland Walk,London,N19 3XU,"69201, 69203",London,69201,51.567294,-0.127908
THE CRUNCH PROFESSIONAL SERVICES LTD,09405534,Unit 1-64 Unit 1-64,London,EC4M 7JN,"69201, 69202, 69203",London,69201,51.513832,-0.102113
TOP TIER FINANCIAL SERVICES LTD,06819811,3 Colne Gardens,St. Albans,AL2 1BE,69201,London,69201,51.719552,-0.287439
GC71 LIMITED,13489241,55a Brooke Road,London,N16 7RA,69201,London,69201,51.560805,-0.068273
WE BUSINESS LIMITED,14601700,43 Transom Square,London,E14 3AQ,"69201, 69202, 82990",London,69201,51.488465,-0.018036
FLOWTAX LTD,12413840,71-75 Shelton Street,London,WC2H 9JQ,"69201, 69203",London,69201,51.514897,-0.123615
SANGUINE VENTURES LIMITED,13812048,23 Alphabet Mews,London,SW9 0FN,69201,London,69201,51.473738,-0.114707
GREYLEAD-BMS LTD,16166175,"3rd Floor, 86-90 Paul Street",London,EC2A 4NE,"69201, 70221, 70229",London,69201,51.525617,-0.083602
BEDAR ACCOUNTING SERVICES LTD,16167259,167-169 Great Portland Street,London,W1W 5PF,"69201, 69202",London,69201,51.521673,-0.143705
CAPSTONE ACCOUNTANCY LIMITED,13040053,Unit G.05 93-101 Greenfield Road,London,E1 1EJ,69201,London,69201,51.515787,-0.065494
MARKET CORPORATION AND RESEARCH LIMITED,11923076,56 Woodstock Road,London,E17 4BJ,"53202, 69201, 78200",London,69201,51.593939,0.000586
SAMUELSON & CO UK LTD,11291912,596 Kingsland Road,London,E8 4AH,69201,London,69201,51.545214,-0.07551
M & M BUSINESS ACCOUNTANTS LIMITED,05660093,Spaces Aurora House,London,W5 5SL,69201,London,69201,51.512008,-0.310438
SM ACCOUNTING LTD,10382592,Kemp House,London,EC1V 2NX,"69201, 69202, 69203",London,69201,51.527304,-0.088894
FLINDER EFFECT LIMITED,10421309,3rd Floor 86-90 Paul Street,London,EC2A 4NE,"69201, 82990",London,69201,51.525617,-0.083602
AMBROZE SERVICES LTD,13072886,Flat 9 88 St. Georges Way,London,SE15 6QT,"69201, 70229",London,69201,51.481484,-0.082155
FIRST FOCUS SERVICES LIMITED,15547505,591 Wandsworth Road,London,SW8 3JD,"68320, 69201, 69202, 87200",London,69201,51.469433,-0.140772
JON IEUAN DELL LIMITED,12440967,12 Constance Street,London,E16 2DQ,69201,London,69201,51.502673,0.04539
E AND J ACCOUNTANTS LIMITED,15422293,7 Bell Yard,London,WC2A 2JR,69201,London,69201,51.514455,-0.111772
ADAM GRANT LTD,09385306,Crown House Business Centre,London,NW10 7PN,"69201, 69202, 69203",London,69201,51.537447,-0.284334
FINANCIAL 247 LIMITED,13125518,124 City Road,London,EC1V 2NX,"69201, 69202, 69203",London,69201,51.527304,-0.088894
J W C CONSULTING (UK) LTD,08492828,Office A6 Atlas Business Centre,London,NW2 7HJ,"69201, 69202, 69203",London,69201,51.568112,-0.232863
MY CPA SERVICES ORG LTD,15396810,2 Frederick Street,London,WC1X 0ND,69201,London,69201,51.528159,-0.117303
PAYCAPTAIN PAYROLL SOLUTIONS LIMITED,09933813,Royalty House,London,W1D 3SG,"62012, 62020, 62090, 69201",London,69201,51.513706,-0.132932
JARDINE CITY LIMITED,02428555,8 Beech Court,London,E11 1QT,69201,London,69201,51.569672,0.00411
OPTIMUM TAX ACCOUNTANT LIMITED,14029449,Ground Floor 262 Colney Ground Floor,Muswell Hill London,N10 1BD,"69201, 69202, 69203",London,69201,51.604443,-0.148389
FROCH CONSULTANCY LIMITED,08838699,86-90 Paul Street Paul Street,London,EC2A 4NE,69201,London,69201,51.525617,-0.083602
BRITS PAY LTD,15561270,174 Cannon Street Road Cannon Street Road,London,E1 2LH,"62020, 64999, 69201, 69203",London,69201,51.513815,-0.061513
TALLY-HO ACCOUNTANCY LTD,11161458,20-22 Wenlock Road,London,N1 7GU,69201,London,69201,51.530737,-0.09371
VKR GLOBAL LIMITED,15432141,10 Stanbridge Road,London,SW15 1DX,"69201, 70221, 70229, 82990",London,69201,51.467691,-0.223876
LOULOULONDON ACCOUNTS & BOOKEEPING LTD,15320653,93 Poplar Grove,London,N11 3NJ,69201,London,69201,51.608562,-0.149579
ARH INSOLVENCY LTD,16209705,58 Leman Streeet,London,E1 8EU,69201,London,69201,51.513069,-0.070279
FINSOULNETWORK LTD,16210763,Sarmad Global,Morden,SM4 5HP,"62020, 69201",London,69201,51.400678,-0.195677
ACCOUNTING SOLUTIONS (UK) LIMITED,08030028,85 Great Portland Street,London,W1W 7LT,"69201, 69202, 69203",London,69201,51.518469,-0.14238
LEO LONDON LTD,15407407,71-75 Shelton Street,London,WC2H 9JQ,"69201, 69202",London,69201,51.514897,-0.123615
SEDDYTECH LIMITED,10521796,85 Great Portland Street,London,W1W 7LT,69201,London,69201,51.518469,-0.14238
WATT ASSOCIATES LTD,16213818,71-75 Shelton Street,London,WC2H 9JQ,"69201, 69202",London,69201,51.514897,-0.123615
UNITED ALLIANCE MANAGEMENT LTD,04209484,189 C Edgware Road,London,NW9 6LP,"64921, 69201, 70229",London,69201,51.587178,-0.251597
LEANNE HOWORTH FINANCIAL CONSULTANT LIMITED,15498728,124-128 City Road,London,EC1V 2NX,69201,London,69201,51.527304,-0.088894
MB (MAYFAIR) ACCOUNTANCY LIMITED,10153246,Suite 105 Viglen House,London,HA0 1HD,69201,London,69201,51.534847,-0.297899
H&R ASSOCIATES LTD,13238991,144 Stroud Crescent,London,SW15 3EH,"49320, 68209, 69201, 69202",London,69201,51.436358,-0.24463
AIM ACCOUNTANCY SERVICES LIMITED,05041555,5 Martin House,London,SE1 6QP,"69201, 69202, 69203, 82990",London,69201,51.495762,-0.095257
DFO CONSULTS LTD,07885707,Churchill House,Mill Hill,NW7 2AS,69201,London,69201,51.611182,-0.24822
LEDGER LEGENDS LIMITED,16179587,51 Imperial Building 2 Duke Of Wellington Avenue,London,SE18 6FR,69201,London,69201,51.494446,0.068346
PREMIER UK ACCOUNTING LTD,10149690,5th Floor 22 Eastcheap,London,EC3M 1EU,69201,London,69201,51.510516,-0.083472
LUKE ACCOUNTING LTD,10276295,32 Lulworth House,London,SE17 2DT,69201,London,69201,51.488484,-0.090663
BRECK CONSULTING LIMITED,08504045,2 Danemere Street,London,SW15 1LT,69201,London,69201,51.469403,-0.224097
JACKSON NICHOLAS ASSIE LIMITED,09436522,Suite 7 Meridian House,North Chingford,E4 7BA,69201,London,69201,51.632732,0.006945
EVENT BY MARIUS LTD,12414912,317 London Road,Crawley,RH10 9BH,"69201, 82110, 85600",London,69201,51.136104,-0.185609
ECCOUNTING MADE EASY LIMITED,13784737,London (W1w 5pf) Office,London,W1W 5PF,"69201, 69202",London,69201,51.521673,-0.143705
TAXZAP UK LIMITED,14911531,167-169 Great Portland Street,London,W1W 5PF,69201,London,69201,51.521673,-0.143705
JAMES VALUATION LIMITED,16531152,128 City Road,London,EC1V 2NX,69201,London,69201,51.527304,-0.088894
SAGERS LTD.,09567752,53 Eardley Crescent,London,SW5 9JT,"62090, 69201, 69202, 74300",London,69201,51.489527,-0.195731
SIMPLIFITAX LTD,16526668,128 City Road,London,EC1V 2NX,"69201, 69202, 69203, 70221",London,69201,51.527304,-0.088894
NUVANTA LTD,16362380,7 Elver Gardens,London,E2 7AZ,"69201, 69203, 84110",London,69201,51.529773,-0.063473
BENCHMARK PROFESSIONAL SERVICES LIMITED,16308787,27 Old Gloucester Street,London,WC1N 3AX,"68209, 69201, 69202, 70229",London,69201,51.520593,-0.122185
JJ ADVISORY LIMITED,16578786,58 Well Street,London,E9 7PX,69201,London,69201,51.539963,-0.053768
VELA RISK CONSULTING LTD,14130617,100 Bishopsgate 100 Bishopsgate,London,EC2N 4AG,"69201, 70229",London,69201,51.515719,-0.081596
ADN BUSINESS SOLUTIONS LTD,09679383,71-75 Shelton Street,London,WC2H 9JQ,"69201, 69202, 78200, 78300",London,69201,51.514897,-0.123615
CLIENT DEPOSIT RESERVE LIMITED,16597272,Flat 6 857 Lea Bridge Road,London,E17 9DS,69201,London,69201,51.580564,-0.002353
ABACUS ACCOUNTING TECHNICIANS LIMITED,03877397,Unit 10 Southbrook Mews,London,SE12 8LG,69201,London,69201,51.450501,0.011349
T-A-X.ONLINE LTD,14082152,22 - 25 Portman Close Portman Close,London,W1H 6BS,"69201, 69202, 69203, 82990",London,69201,51.51698,-0.156306
INQUIRX LTD,15889470,152 Courthill Road,London,SE13 6DR,"69201, 74909",London,69201,51.455061,-0.006615
FINFLUENCE ACCOUNTING LTD,16612061,85 Great Portland Street,London,W1W 7LT,"69201, 69202",London,69201,51.518469,-0.14238
TAX BREAK LIMITED,03136306,"1st Floor, Gallery Court",London,N3 2FG,69201,London,69201,51.598799,-0.193625
FA MANAGEMENT LTD,15331997,Hanna House 161a High Street,London,W3 6LP,"68320, 69201, 69202",London,69201,51.506942,-0.270725
PSC ACCOUNTING SERVICES LTD,16440360,71-75 Shelton Street,London,WC2H 9JQ,69201,London,69201,51.514897,-0.123615
ROSS BADGER LIMITED,08052098,15 St Georges House,London,W1S 1HS,69201,London,69201,51.514582,-0.144498
DULAY LIMITED,13681433,128 City Road,London,EC1V 2NX,"68209, 69201",London,69201,51.527304,-0.088894
CHARLES ALEXANDER & CO. LTD,09042863,20 North Audley Street,Mayfair,W1K 6WE,69201,London,69201,51.513164,-0.153261
METRIFY LTD,16482941,"3rd Floor, 86-90 Paul Street",London,EC2A 4NE,69201,London,69201,51.525617,-0.083602
NOMADASSIST LTD,09004412,220c Blythe Road,London,W14 0HH,"58290, 69201, 69203, 82990",London,69201,51.49951,-0.220521
GNI ACCOUNTING SERVICES LTD,13833594,7b Goodall Road,London,E11 4ER,"69201, 69202",London,69201,51.556843,-0.004532
JOPLIN FINANCE LIMITED,15329073,Flat 4 152 Valetta Road,London,W3 7TH,69201,London,69201,51.504636,-0.252858
LOTUS EMPIRE LIMITED,06386775,128 City Road,London,EC1V 2NX,"47599, 69201, 70229, 82990",London,69201,51.527304,-0.088894
SK&CO LONDON SERVICES LIMITED,12618164,273 Monega Road,London,E12 6TU,"69201, 69202",London,69201,51.545596,0.045353
SEPTEMBER'S BOOKS LIMITED,16473429,Flat 17 Aston Mews,London,W10 4AN,69201,London,69201,51.531732,-0.214103
KJ SLATCH ACCOUNTANTS LIMITED,16474262,70 Palmers Road,London,N11 1SL,"69201, 69203, 85590",London,69201,51.613836,-0.135051
BUILT SERVICES LIMITED,14283488,"Flat 1, 49 St. Thomas's Road",London,N4 2QH,69201,London,69201,51.562927,-0.105696
RAMSAY INCORPORATED LIMITED,15029785,"Flat 417, 463 Bethnal Green Road",London,E2 9QY,69201,London,69201,51.527752,-0.057619
ACCOUNTED LTD,14278593,85 Great Portland Street,London,W1W 7LT,"69201, 69202, 70229",London,69201,51.518469,-0.14238
THE LONDON TAX COMPANY LTD,11288228,Golden Cross House,London,WC2N 4JF,"69201, 69203",London,69201,51.508476,-0.126387
PHOENIX DEBOLA ACCOUNTANCY PRACTICE LTD,14289242,87 Jade Close,London,E16 3TZ,69201,London,69201,51.512138,0.043076
SUPER BOND LIMITED,08430392,17 Pittville Gardens,London,SE25 4DJ,69201,London,69201,51.403651,-0.071769
KALA ATKINSON NORTH WEST LIMITED,14914693,43 Upton Lane,London,E7 9PA,"69201, 69202, 69203",London,69201,51.544938,0.026329
SK BUSINESS ACCOUNTING LIMITED,15571687,Flat 1 30 Winsor Terrace,London,E6 6LE,"69201, 69202, 69203",London,69201,51.515174,0.067411
LJA CONSULTING LIMITED,15658836,128 City Road,London,EC1V 2NX,"69201, 69203, 70221, 70229",London,69201,51.527304,-0.088894
ENGINEERIT SOLUTIONS LIMITED,06217341,12 Raymond Avenue,London,W13 9UZ,"62020, 69201, 71129, 74909",London,69201,51.500133,-0.325127
MILLER SILVANI LTD,10675779,Suite 2a 95 Wilton Road,London,SW1V 1BZ,"69201, 69202",London,69201,51.492643,-0.140751
BAKKMI ACCOUNTS & FINANCE LTD,11301762,128 City Road,London,EC1V 2NX,"69201, 69202",London,69201,51.527304,-0.088894
COPPERFIELD BUILDING SERVICES LIMITED,03525813,5 London Road,Gillingham,ME8 7RG,"43999, 69201",London,69201,51.365026,0.601322
ALLIANCE GROUP LONDON LIMITED,07764973,27 Old Gloucester Street,London,WC1N 3AX,"68209, 69201",London,69201,51.520593,-0.122185
S&W PARTNERS AUDIT LIMITED,04469576,45 Gresham Street,London,EC2V 7BG,"69201, 69203",London,69201,51.515954,-0.094933
XRYANX GLOBAL LTD,16345254,172a Coningham Road,London,W12 8BY,69201,London,69201,51.505057,-0.234715
"INTERNATIONAL ORGANIZATION FOR GOVERNANCE, RISK AND COMPLIANCE LTD",16345331,167-169 Great Portland Street,London,W1W 5PF,"69201, 82110, 84110, 85590",London,69201,51.521673,-0.143705
DTL AUDITORS LTD,10136730,5th Floor North Side,London,W1G 9DQ,69201,London,69201,51.517884,-0.145171
AZETS INSPIRE PROFESSIONAL SERVICES LIMITED,05098645,2nd Floor Regis House,London,EC4R 9AN,"69201, 69203",London,69201,51.509975,-0.086709
SMART ACCTAXES LTD,12644494,Smart Acctaxes Ltd,London,NW9 4AB,"69201, 69202",London,69201,51.60464,-0.242493
ASCOT ACCOUNTANCY LIMITED,12372433,341 Rayners Lane,Pinner,HA5 5EN,69201,London,69201,51.576112,-0.371317
UNITED ACCREDIUM CERTIFICATION AND INSPECTION LIMITED,16458733,27 Old Gloucester Street,London,WC1N 3AX,"69201, 70229, 74901, 99000",London,69201,51.520593,-0.122185
ALICO ACCOUNTANCY LTD,16458911,115 London Road,Morden,SM4 5HP,69201,London,69201,51.400678,-0.195677
